Symbol,CompanyName,ISIN, Sector
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ
IOB,Indian Overseas Bank,INE565A01014,EQ
IOC,Indian Oil Corporation Limited,INE242A01010,EQ
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ
IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ
IPL,India Pesticides Limited,INE0D6701023,EQ
IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ
IRCON,Ircon International Limited,INE962Y01021,EQ
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ
IRIS,Iris Business Services Limited,INE864K01010,EQ
IRISDOREME,Iris Clothings Limited,INE01GN01025,EQ
IRMENERGY,IRM Energy Limited,INE07U701015,EQ
ISFT,Intrasoft Technologies Limited,INE566K01011,EQ
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ
ITC,ITC Limited,INE154A01025,EQ
ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ
ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ
ITDCEM,ITD Cementation India Limited,INE686A01026,EQ
ITI,ITI Limited,INE248A01017,EQ
IVC,IL&FS Investment Managers Limited,INE050B01023,EQ
IVP,IVP Limited,INE043C01018,EQ
IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ
IZMO,IZMO Limited,INE848A01014,BE
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ
JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ
JAICORPLTD,Jai Corp Limited,INE070D01027,EQ
JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ
JASH,Jash Engineering Limited,INE039O01029,EQ
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,EQ
JBMA,JBM Auto Limited,INE927D01051,EQ
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,EQ
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ
JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,EQ
JINDALPHOT,Jindal Photo Limited,INE796G01012,BE
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ
JINDALSAW,Jindal Saw Limited,INE324A01032,EQ
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,EQ
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ
JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ
JIOFIN,Jio Financial Services Limited,INE758E01017,EQ
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ
JITFINFRA,JITF Infralogistics Limited,INE863T01013,BE
JKCEMENT,JK Cement Limited,INE823G01014,EQ
JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ
JKPAPER,JK Paper Limited,INE789E01012,EQ
JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,EQ
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ
JMFINANCIL,JM Financial Limited,INE780C01023,EQ
JNKINDIA,JNK India Limited,INE0OAF01028,EQ
JOCIL,Jocil Limited,INE839G01010,EQ
JPASSOCIAT,Jaiprakash Associates Limited,INE455F01025,BE
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ
JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ
JSL,Jindal Stainless Limited,INE220G01021,EQ
JSWENERGY,JSW Energy Limited,INE121E01018,EQ
JSWHL,JSW Holdings Limited,INE824G01012,BE
JSWINFRA,JSW Infrastructure Limited,INE880J01026,EQ
JSWSTEEL,JSW Steel Limited,INE019A01038,EQ
JTEKTINDIA,Jtekt India Limited,INE643A01035,EQ
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,EQ
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,EQ
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,EQ
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,EQ
JUNIPER,Juniper Hotels Limited,INE696F01016,EQ
JUSTDIAL,Just Dial Limited,INE599M01018,EQ
JWL,Jupiter Wagons Limited,INE209L01016,EQ
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,EQ
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,BE
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,EQ
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,EQ
KALYANI,Kalyani Commercials Limited,INE610E01010,BE
KALYANIFRG,Kalyani Forge Limited,INE314G01014,EQ
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,EQ
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ
KAMDHENU,Kamdhenu Limited,INE390H01020,EQ
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,BE
KANANIIND,Kanani Industries Limited,INE879E01037,EQ
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,EQ
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,BE
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ
KAPSTON,Kapston Services Limited,INE542Z01028,EQ
KARMAENG,Karma Energy Limited,INE725L01011,BE
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,EQ
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,INE641C01019,BE
KAYA,Kaya Limited,INE587G01015,BE
KAYNES,Kaynes Technology India Limited,INE918Z01012,EQ
KBCGLOBAL,KBC Global Limited,INE278R01034,BE
KCP,KCP Limited,INE805C01028,EQ
KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,EQ
KDDL,KDDL Limited,INE291D01011,EQ
KEC,KEC International Limited,INE389H01022,EQ
KECL,Kirloskar Electric Company Limited,INE134B01017,EQ
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,BE
KEI,KEI Industries Limited,INE878B01027,EQ
KELLTONTEC,Kellton Tech Solutions Limited,INE164B01022,EQ
KERNEX,Kernex Microsystems (India) Limited,INE202H01019,BE
KESORAMIND,Kesoram Industries Limited,INE087A01019,BE
KEYFINSERV,Keynote Financial Services Limited,INE681C01015,BE
KFINTECH,Kfin Technologies Limited,INE138Y01010,EQ
KHADIM,Khadim India Limited,INE834I01025,EQ
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,INE745B01028,BE
KHAITANLTD,Khaitan (India) Limited,INE731C01018,BE
KHANDSE,Khandwala Securities Limited,INE060B01014,EQ
KICL,Kalyani Investment Company Limited,INE029L01018,EQ
KILITCH,Kilitch Drugs (India) Limited,INE729D01010,BE
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,EQ
KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ
KIOCL,KIOCL Limited,INE880L01014,EQ
KIRIINDUS,Kiri Industries Limited,INE415I01015,EQ
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,EQ
KIRLOSIND,Kirloskar Industries Limited,INE250A01039,EQ
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,EQ
KITEX,Kitex Garments Limited,INE602G01020,EQ
KKCL,Kewal Kiran Clothing Limited,INE401H01017,EQ
KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01011,EQ
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,EQ
KNRCON,KNR Constructions Limited,INE634I01029,EQ
KOHINOOR,Kohinoor Foods Limited,INE080B01012,EQ
KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,EQ
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,EQ
KOPRAN,Kopran Limited,INE082A01010,EQ
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,EQ
KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,EQ
KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,EQ
KOTHARIPRO,Kothari Products Limited,INE823A01017,EQ
KPEL,K.P. Energy Limited,INE127T01021,EQ
KPIGREEN,KPI Green Energy Limited,INE542W01025,EQ
KPIL,Kalpataru Projects International Limited,INE220B01022,EQ
KPITTECH,KPIT Technologies Limited,INE04I401011,EQ
KPRMILL,K.P.R. Mill Limited,INE930H01031,EQ
KRBL,KRBL Limited,INE001B01026,EQ
KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,BE
KRIDHANINF,Kridhan Infra Limited,INE524L01026,EQ
KRISHANA,Krishana Phoschem Limited,INE506W01012,EQ
KRISHIVAL,Krishival Foods Limited,INE0GGO01015,BE
KRITI,Kriti Industries (India) Limited,INE479D01038,BE
KRITIKA,Kritika Wires Limited,INE00Z501029,EQ
KRITINUT,Kriti Nutrients Limited,INE798K01010,EQ
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,EQ
KRONOX,Kronox Lab Sciences Limited,INE0ATZ01017,EQ
KROSS,Kross Limited,INE0O6601022,EQ
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,EQ
KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,BE
KSB,Ksb Limited,INE999A01023,EQ
KSCL,Kaveri Seed Company Limited,INE455I01029,EQ
KSHITIJPOL,Kshitij Polyline Limited,INE013801027,EQ
KSL,Kalyani Steels Limited,INE907A01026,EQ
KSOLVES,Ksolves India Limited,INE0D6I01023,EQ
KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ
KUANTUM,Kuantum Papers Limited,INE529I01021,EQ
LAGNAM,Lagnam Spintex Limited,INE548Z01017,EQ
LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,BZ
LAL,Lorenzini Apparels Limited,INE740X01023,BE
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ
LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ
LANCORHOL,Lancor Holdings Limited,INE572G01025,EQ
LANDMARK,Landmark Cars Limited,INE559R01029,EQ
LAOPALA,La Opala RG Limited,INE059D01020,EQ
LASA,Lasa Supergenerics Limited,INE670X01014,BE
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ
LATTEYS,Latteys Industries Limited,INE262Z01023,EQ
LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ
LAXMICOT,Laxmi Cotspin Limited,INE801V01019,EQ
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,EQ
LCCINFOTEC,LCC Infotech Limited,INE938A01021,BE
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ
LEXUS,Lexus Granito (India) Limited,INE500X01013,EQ
LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,EQ
LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ
LGHL,Laxmi Goldorna House Limited,INE258Y01016,EQ
LIBAS,Libas Consumer Products Limited,INE908V01012,EQ
LIBERTSHOE,Liberty Shoes Limited,INE557B01019,BE
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ
LICI,Life Insurance Corporation Of India,INE0J1Y01017,EQ
LIKHITHA,Likhitha Infrastructure Limited,INE060901027,EQ
LINC,Linc Limited,INE802B01027,EQ
LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ
LINDEINDIA,Linde India Limited,INE473A01011,EQ
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ
LMW,LMW Limited,INE269B01029,EQ
LODHA,Macrotech Developers Limited,INE670K01029,EQ
LOKESHMACH,Lokesh Machines Limited,INE397H01017,BE
LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,EQ
LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,EQ
LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ
LOYALTEX,Loyal Textile Mills Limited,INE970D01010,EQ
LPDC,Landmark Property Development Company Limited,INE197J01017,EQ
LT,Larsen & Toubro Limited,INE018A01030,EQ
LTF,L&T Finance Limited,INE498L01015,EQ
LTFOODS,LT Foods Limited,INE818H01020,EQ
LTIM,LTIMindtree Limited,INE214T01019,EQ
LTTS,L&T Technology Services Limited,INE010V01017,EQ
LUMAXIND,Lumax Industries Limited,INE162B01018,EQ
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,EQ
LUPIN,Lupin Limited,INE326A01037,EQ
LUXIND,Lux Industries Limited,INE150G01020,EQ
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ
LYKALABS,Lyka Labs Limited,INE933A01014,EQ
LYPSAGEMS,Lypsa Gems & Jewellery Limited,INE142K01011,BE
M&M,Mahindra & Mahindra Limited,INE101A01026,EQ
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ
MAANALU,Maan Aluminium Limited,INE215I01027,BE
MACPOWER,Macpower CNC Machines Limited,INE155Z01011,BE
MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ
MADHUCON,Madhucon Projects Limited,INE378D01032,BE
MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ
MAGNUM,Magnum Ventures Limited,INE387I01016,EQ
MAHABANK,Bank of Maharashtra,INE457A01014,EQ
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,EQ
MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,BE
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,EQ
MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,EQ
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ
MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ
MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ
MALLCOM,Mallcom (India) Limited,INE389C01015,EQ
MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ
MAMATA,Mamata Machinery Limited,INE0TO701015,EQ
MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ
MANAKSIA,Manaksia Limited,INE015D01022,EQ
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,EQ
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ
MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ
MANBA,Manba Finance Limited,INE939X01013,EQ
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,EQ
MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,INE558B01017,EQ
MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ
MANINDS,Man Industries (India) Limited,INE993A01026,EQ
MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ
MANKIND,Mankind Pharma Limited,INE634S01028,EQ
MANOMAY,Manomay Tex India Limited,INE784W01015,EQ
MANORAMA,Manorama Industries Limited,INE00VM01036,EQ
MANORG,Mangalam Organics Limited,INE370D01013,BE
MANUGRAPH,Manugraph India Limited,INE867A01022,BE
MANYAVAR,Vedant Fashions Limited,INE825V01034,EQ
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ
MARALOVER,Maral Overseas Limited,INE882A01013,EQ
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,EQ
MARICO,Marico Limited,INE196A01026,EQ
MARINE,Marine Electricals (India) Limited,INE01JE01028,BE
MARKSANS,Marksans Pharma Limited,INE750C01026,EQ
MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ
MASFIN,MAS Financial Services Limited,INE348L01012,EQ
MASKINVEST,Mask Investments Limited,INE885F01015,BE
MASTEK,Mastek Limited,INE759A01021,EQ
MASTERTR,Master Trust Limited,INE677D01037,EQ
MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ
MAWANASUG,Mawana Sugars Limited,INE636A01039,EQ
MAXESTATES,Max Estates Limited,INE03EI01018,EQ
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ
MAXIND,Max India Limited,INE0CG601016,EQ
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ
MAZDA,Mazda Limited,INE885E01042,EQ
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ
MBAPL,Madhya Bharat Agro Products Limited,INE900L01010,EQ
MBLINFRA,MBL Infrastructure Limited,INE912H01013,EQ
MCL,Madhav Copper Limited,INE813V01022,EQ
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,EQ
MCLOUD,Magellanic Cloud Limited,INE613C01026,EQ
MCX,Multi Commodity Exchange of India Limited,INE745G01035,EQ
MEDANTA,Global Health Limited,INE474Q01031,EQ
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,EQ
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,EQ
MEDICO,Medico Remedies Limited,INE630Y01024,EQ
MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ
MEGASOFT,Megasoft Limited,INE933B01012,BE
MEGASTAR,Megastar Foods Limited,INE00EM01016,EQ
MENONBE,Menon Bearings Limited,INE071D01033,EQ
MEP,MEP Infrastructure Developers Limited,INE776I01010,BZ
METROBRAND,Metro Brands Limited,INE317I01021,EQ
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,BE
MFSL,Max Financial Services Limited,INE180A01020,EQ
MGEL,Mangalam Global Enterprise Limited,INE0APB01032,EQ
MGL,Mahanagar Gas Limited,INE002S01010,EQ
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,EQ
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ
MICEL,MIC Electronics Limited,INE287C01037,EQ
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ
MINDACORP,Minda Corporation Limited,INE842C01021,EQ
MINDTECK,Mindteck (India) Limited,INE110B01017,EQ
MIRCELECTR,MIRC Electronics Limited,INE831A01028,BE
MIRZAINT,Mirza International Limited,INE771A01026,EQ
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,EQ
MITTAL,Mittal Life Style Limited,INE997Y01027,EQ
MKPL,M K Proteins Limited,INE964W01021,BE
MMFL,MM Forgings Limited,INE227C01017,EQ
MMP,MMP Industries Limited,INE511Y01018,EQ
MMTC,MMTC Limited,INE123F01029,EQ
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,EQ
MODIRUBBER,Modi Rubber Limited,INE832A01018,BE
MODISONLTD,MODISON LIMITED,INE737D01021,EQ
MODTHREAD,Modern Threads (India) Limited,INE794W01014,EQ
MOHITIND,Mohit Industries Limited,INE954E01012,EQ
MOIL,MOIL Limited,INE490G01020,EQ
MOKSH,Moksh Ornaments Limited,INE514Y01020,EQ
MOL,Meghmani Organics Limited,INE0CT101020,EQ
MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,EQ
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ
MONARCH,Monarch Networth Capital Limited,INE903D01011,EQ
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ
MORARJEE,Morarjee Textiles Limited,INE161G01027,BZ
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ
MOSCHIP,Moschip Technologies Limited,INE935B01025,EQ
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,EQ
MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,EQ
MPHASIS,MphasiS Limited,INE356A01018,EQ
MPSLTD,MPS Limited,INE943D01017,EQ
MRF,MRF Limited,INE883A01011,EQ
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ
MSPL,MSP Steel & Power Limited,INE752G01015,EQ
MSTCLTD,Mstc Limited,INE255X01014,EQ
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ
MTARTECH,Mtar Technologies Limited,INE864I01014,EQ
MTEDUCARE,MT Educare Limited,INE472M01018,BE
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ
MUFIN,Mufin Green Finance Limited,INE08KJ01020,EQ
MUFTI,Credo Brands Marketing Limited,INE220Q01020,EQ
MUKANDLTD,Mukand Limited,INE304A01026,EQ
MUKKA,Mukka Proteins Limited,INE0CG401037,EQ
MUKTAARTS,Mukta Arts Limited,INE374B01019,EQ
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ
MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,EQ
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,EQ
NACLIND,NACL Industries Limited,INE295D01020,BE
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,BE
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,EQ
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,EQ
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,EQ
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,BE
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,BE
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,EQ
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ
NARMADA,Narmada Agrobase Limited,INE117Z01011,EQ
NATCAPSUQ,Natural Capsules Limited,INE936B01015,EQ
NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,EQ
NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ
NAUKRI,Info Edge (India) Limited,INE663F01032,EQ
NAVA,NAVA LIMITED,INE725A01030,EQ
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ
NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ
NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,BE
NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ
NAZARA,Nazara Technologies Limited,INE418L01021,EQ
NBCC,NBCC (India) Limited,INE095N01031,EQ
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ
NCC,NCC Limited,INE868B01028,EQ
NCLIND,NCL Industries Limited,INE732C01016,EQ
NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ
NDL,Nandan Denim Limited,INE875G01048,EQ
NDLVENTURE,NDL Ventures Limited,INE353A01023,BE
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,EQ
NDTV,New Delhi Television Limited,INE155G01029,BE
NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,EQ
NECLIFE,Nectar Lifesciences Limited,INE023H01027,EQ
NELCAST,Nelcast Limited,INE189I01024,EQ
NELCO,NELCO Limited,INE045B01015,EQ
NEOGEN,Neogen Chemicals Limited,INE136S01016,EQ
NESCO,Nesco Limited,INE317F01035,EQ
NESTLEIND,Nestle India Limited,INE239A01024,EQ
NETWEB,Netweb Technologies India Limited,INE0NT901020,EQ
NETWORK18,Network18 Media & Investments Limited,INE870H01013,EQ
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ
NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,EQ
NFL,National Fertilizers Limited,INE870D01012,EQ
NGIL,Nakoda Group of Industries Limited,INE236Y01012,EQ
NGLFINE,NGL Fine-Chem Limited,INE887E01022,BE
NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ
NHPC,NHPC Limited,INE848E01016,EQ
NIACL,The New India Assurance Company Limited,INE470Y01017,EQ
NIBE,NIBE Limited,INE149O01018,EQ
NIBL,NRB Industrial Bearings Limited,INE047O01014,BE
NIITLTD,NIIT Limited,INE161A01038,EQ
NIITMTS,NIIT Learning Systems Limited,INE342G01023,EQ
NILAINFRA,Nila Infrastructures Limited,INE937C01029,EQ
NILASPACES,Nila Spaces Limited,INE00S901012,EQ
NILKAMAL,Nilkamal Limited,INE310A01015,EQ
NINSYS,NINtec Systems Limited,INE395U01014,EQ
NIPPOBATRY,Indo-National Limited,INE567A01028,EQ
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,EQ
NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,EQ
NITCO,Nitco Limited,INE858F01012,EQ
NITINSPIN,Nitin Spinners Limited,INE229H01012,EQ
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,EQ
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,EQ
NKIND,NK Industries Limited,INE542C01019,EQ
NLCINDIA,NLC India Limited,INE589A01014,EQ
NMDC,NMDC Limited,INE584A01023,EQ
NOCIL,NOCIL Limited,INE163A01018,EQ
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,BE
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,BE
NORTHARC,Northern Arc Capital Limited,INE850M01015,EQ
NOVAAGRI,Nova Agritech Limited,INE02H701025,EQ
NPST,Network People Services Technologies Limited,INE0FFK01017,EQ
NRAIL,N R Agarwal Industries Limited,INE740D01017,BE
NRBBEARING,NRB Bearing Limited,INE349A01021,EQ
NRL,Nupur Recyclers Limited,INE0JM501013,BE
NSIL,Nalwa Sons Investments Limited,INE023A01030,EQ
NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ
NTPC,NTPC Limited,INE733E01010,EQ
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,EQ
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,EQ
NURECA,Nureca Limited,INE0DSF01015,BE
NUVAMA,Nuvama Wealth Management Limited,INE531F01015,EQ
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ
OAL,Oriental Aromatics Limited,INE959C01023,EQ
